film,developer,dilution,iso,inversion_20c_min,rotary_20c_min_0.85,rotary_20c_min_0.90
Adox CHS 100,ABC Pyro,stock,100,6.0,5.1,5.4
Adox CHS 100,Acufine,stock,100,3.0,2.55,2.7
Adox CHS 100,Acufine,stock,250,3.25,2.76,2.93
Adox CHS 100,Acurol-N,1+50,50,9.5,8.07,8.55
Adox CHS 100,Amaloco AM74,1+15,100,7.5,6.38,6.75
Adox CHS 100,Atomal 49,1+1,100,12.0,10.2,10.8
Adox CHS 100,Atomal 49,1+2,100,15.0,12.75,13.5
Adox CHS 100,Atomal 49,stock,100,8.0,6.8,7.2
Adox CHS 100,BW-TNEG,stock,3,8.0,6.8,7.2
Adox CHS 100,D-76,1+1,100,10.0,8.5,9.0
Adox CHS 100,D-76,stock,100,7.0,5.95,6.3
Adox CHS 100,Eco Pro,1+2,64,8.5,7.22,7.65
Adox CHS 100,Eco Pro,1+2,80,11.75,9.99,10.58
Adox CHS 100,F76+,1+19,100,22.5,19.12,20.25
Adox CHS 100,F76+,1+4,64,12.0,10.2,10.8
Adox CHS 100,F76+,1+9,100,13.5,11.47,12.15
Adox CHS 100,Fomadon LQN,1+10,100,9.0,7.65,8.1
Adox CHS 100,Fomadon R09,1+100,100,19.0,16.15,17.1
Adox CHS 100,Fomadon R09,1+50,100,9.5,8.07,8.55
Adox CHS 100,FX-39,1+14,100,11.0,9.35,9.9
Adox CHS 100,FX-39,1+9,100,7.0,5.95,6.3
Adox CHS 100,HC-110,B,100,5.5,4.67,4.95
Adox CHS 100,HC-110,H,100,11.0,9.35,9.9
Adox CHS 100,ID-11,1+1,100,10.0,8.5,9.0
Adox CHS 100,ID-11,stock,100,7.0,5.95,6.3
Adox CHS 100,Ilfosol 3,1+9,100,5.5,4.67,4.95
Adox CHS 100,Ilfotec DD-X,1+4,100,7.0,5.95,6.3
Adox CHS 100,Ilfotec DD-X,1+9,100,13.0,11.05,11.7
Adox CHS 100,Ilfotec LC29,1+29,100,11.0,9.35,9.9
Adox CHS 100,Neofin Blue,stock,100,15.0,12.75,13.5
Adox CHS 100,Neofin Blue,stock,100,8.0,6.8,7.2
Adox CHS 100,PC-TEA,1+50,100,10.5,8.92,9.45
Adox CHS 100,Perceptol,1+3,50,23.0,19.55,20.7
Adox CHS 100,PMK,1+2+100,100,10.0,8.5,9.0
Adox CHS 100,Pyrocat-HD,2+2+100,100,8.0,6.8,7.2
Adox CHS 100,Rodinal,1+100,100,16.0,13.6,14.4
Adox CHS 100,Rodinal,1+25,100,6.0,5.1,5.4
Adox CHS 100,Rodinal,1+25,160,8.0,6.8,7.2
Adox CHS 100,Rodinal,1+25,80,5.0,4.25,4.5
Adox CHS 100,Rodinal,1+50,100,10.0,8.5,9.0
Adox CHS 100,Rodinal,1+50,200,14.0,11.9,12.6
Adox CHS 100,Rodinal,1+50,400,24.0,20.4,21.6
Adox CHS 100,Rodinal,1+50,50,9.0,7.65,8.1
Adox CHS 100,Silberra Ascorol,1+29,100,7.0,5.95,6.3
Adox CHS 100,Sprint Standard,1+9,100,10.0,8.5,9.0
Adox CHS 100,Tanol,2+3+130,100,12.0,10.2,10.8
Adox CHS 100,TMax Dev,1+4,100,7.0,5.95,6.3
Adox CHS 100,TMax RS,stock,100,6.0,5.1,5.4
Adox CHS 100,TMax RS,stock,80,4.0,3.4,3.6
Adox CHS 100,Ultrafin,1+10,100,3.5,2.98,3.15
Adox CHS 100,Ultrafin,1+20,100,5.0,4.25,4.5
Adox CHS 100,Ultrafin,1+30,100,7.0,5.95,6.3
Adox CHS 100,WD2D+,stock,100,9.5,8.07,8.55
Adox CHS 100,XT-3,1+2,64,8.5,7.22,7.65
Adox CHS 100,XT-3,1+2,80,11.75,9.99,10.58
Adox CHS 100,Xtol,1+2,64,8.5,7.22,7.65
Adox CHS 100,Xtol,1+2,80,11.75,9.99,10.58
Adox CHS 100 II,510-Pyro,1+100,100,8.0,6.8,7.2
Adox CHS 100 II,510-Pyro,1+100,200,13.0,11.05,11.7
Adox CHS 100 II,ADX II,1+24,100,10.0,8.5,9.0
Adox CHS 100 II,Amaloco AM74,1+15,100,7.5,6.38,6.75
Adox CHS 100 II,Ars-Imago FD,1+39,100,6.0,5.1,5.4
Adox CHS 100 II,Atomal 49,1+1,100,10.0,8.5,9.0
Adox CHS 100 II,Atomal 49,stock,100,6.5,5.52,5.85
Adox CHS 100 II,Caffenol C-H (rs),stock,100,12.5,10.62,11.25
Adox CHS 100 II,D-76,1+1,100,9.0,7.65,8.1
Adox CHS 100 II,D-76,stock,100,6.5,5.52,5.85
Adox CHS 100 II,Eco Pro,1+1,100,8.0,6.8,7.2
Adox CHS 100 II,F76+,1+9,64,9.0,7.65,8.1
Adox CHS 100 II,FX-39,1+19,100,13.0,11.05,11.7
Adox CHS 100 II,FX-39,1+19,400,19.0,16.15,17.1
Adox CHS 100 II,FX-39,1+9,100,7.5,6.38,6.75
Adox CHS 100 II,FX-55,1+9,100,9.0,7.65,8.1
Adox CHS 100 II,FX-55,stock,100,13.0,11.05,11.7
Adox CHS 100 II,HC-110,B,100,5.5,4.67,4.95
Adox CHS 100 II,HC-110,B,100,8.0,6.8,7.2
Adox CHS 100 II,HC-110,B,200,7.5,6.38,6.75
Adox CHS 100 II,HC-110,B,400,9.0,7.65,8.1
Adox CHS 100 II,HC-110,D,100,7.0,5.95,6.3
Adox CHS 100 II,HC-110,E,100,9.0,7.65,8.1
Adox CHS 100 II,ID-11,1+1,100,9.0,7.65,8.1
Adox CHS 100 II,ID-11,1+1,100,7.5,6.38,6.75
Adox CHS 100 II,ID-11,stock,100,6.5,5.52,5.85
Adox CHS 100 II,Ilfotec DD-X,1+4,100,7.0,5.95,6.3
Adox CHS 100 II,Neofin Blue,1+5,100,12.0,10.2,10.8
Adox CHS 100 II,Neofin Blue,1+9,100,20.0,17.0,18.0
Adox CHS 100 II,Paranol S,1+25,100,8.0,6.8,7.2
Adox CHS 100 II,Paranol S,1+50,100,25.0,21.25,22.5
Adox CHS 100 II,Rodinal,1+100,100,30.0,25.5,27.0
Adox CHS 100 II,Rodinal,1+100,50,22.0,18.7,19.8
Adox CHS 100 II,Rodinal,1+25,100,5.5,4.67,4.95
Adox CHS 100 II,Rodinal,1+25,200,12.0,10.2,10.8
Adox CHS 100 II,Rodinal,1+50,100,12.5,10.62,11.25
Adox CHS 100 II,Silberra Ascorol,1+29,100,7.0,5.95,6.3
Adox CHS 100 II,Silvermax,1+19,100,8.5,7.22,7.65
Adox CHS 100 II,Silvermax,1+19,125,10.0,8.5,9.0
Adox CHS 100 II,SPD,stock,100,6.5,5.52,5.85
Adox CHS 100 II,Spur HRX,1+17,100,11.0,9.35,9.9
Adox CHS 100 II,Spur SLD,1+20,200,13.0,11.05,11.7
Adox CHS 100 II,Spur Speed-Major,1+14,250,13.0,11.05,11.7
Adox CHS 100 II,Spur Speed-Major,1+24,200,12.0,10.2,10.8
Adox CHS 100 II,Spur Speed-Major,1+35,125,9.0,7.65,8.1
Adox CHS 100 II,Spur Speed-Major,1+35,200,11.0,9.35,9.9
Adox CHS 100 II,Spur Speed-Major,1+7,500,15.0,12.75,13.5
Adox CHS 100 II,Spur Speed-Major,1+8,400,13.0,11.05,11.7
Adox CHS 100 II,Spur UFP,1+24,100,9.0,7.65,8.1
Adox CHS 100 II,XT-3,1+1,100,8.0,6.8,7.2
Adox CHS 100 II,Xtol,1+1,100,8.0,6.8,7.2
Adox CHS 25,510-Pyro,1+100,16,6.5,5.52,5.85
Adox CHS 25,Acurol-N,1+70,10,8.5,7.22,7.65
Adox CHS 25,Acurol-N,1+70,8,8.5,7.22,7.65
Adox CHS 25,Amaloco AM74,1+15,20,3.0,2.55,2.7
Adox CHS 25,Atomal 49,1+1,25,5.0,4.25,4.5
Adox CHS 25,Atomal 49,1+2,25,7.0,5.95,6.3
Adox CHS 25,Atomal 49,stock,25,4.0,3.4,3.6
Adox CHS 25,Beutler,1+1+10,25,7.5,6.38,6.75
Adox CHS 25,D-76,1+1,20,5.0,4.25,4.5
Adox CHS 25,D-76,stock,50(25),6.0,5.1,5.4
Adox CHS 25,DK-50,stock,25,5.0,4.25,4.5
Adox CHS 25,Eco Pro,1+1,50,8.0,6.8,7.2
Adox CHS 25,Eco Pro,1+3,20,11.0,9.35,9.9
Adox CHS 25,Eco Pro,stock,20,6.0,5.1,5.4
Adox CHS 25,F76+,1+19,25,12.5,10.62,11.25
Adox CHS 25,F76+,1+9,25,5.5,4.67,4.95
Adox CHS 25,F76+,1+9,50,8.5,7.22,7.65
Adox CHS 25,FD10,1+14,25,6.0,5.1,5.4
Adox CHS 25,Fomadon LQN,1+10,25,4.0,3.4,3.6
Adox CHS 25,Fomadon R09,1+100,25,18.0,15.3,16.2
Adox CHS 25,FX-39,1+19,32,6.0,5.1,5.4
Adox CHS 25,FX-39,1+9,25,4.0,3.4,3.6
Adox CHS 25,HC-110,B,25,7.0,5.95,6.3
Adox CHS 25,HC-110,H,50,7.0,5.95,6.3
Adox CHS 25,ID-11,1+1,20,5.0,4.25,4.5
Adox CHS 25,ID-11,stock,50(25),6.0,5.1,5.4
Adox CHS 25,Ilfotec LC29,1+19,50,4.5,3.82,4.05
Adox CHS 25,Microdol-X,1+3,25,14.5,12.32,13.05
Adox CHS 25,Microphen,stock,25,5.0,4.25,4.5
Adox CHS 25,Moersch eco,2+1+70,25,10.5,8.92,9.45
Adox CHS 25,Neofin Blue,stock,25,3.75,3.19,3.38
Adox CHS 25,Pyrocat-HD,1+1+100,12,10.0,8.5,9.0
Adox CHS 25,Pyrocat-HD,2+2+100,25,10.0,8.5,9.0
Adox CHS 25,Rodinal,1+100,12,9.0,7.65,8.1
Adox CHS 25,Rodinal,1+100,25,12.0,10.2,10.8
Adox CHS 25,Rodinal,1+100,25,11.0,9.35,9.9
Adox CHS 25,Rodinal,1+25,25,4.0,3.4,3.6
Adox CHS 25,Rodinal,1+50,12,3.5,2.98,3.15
Adox CHS 25,Rodinal,1+50,20,4.0,3.4,3.6
Adox CHS 25,Rodinal,1+50,25,8.0,6.8,7.2
Adox CHS 25,Rodinal,1+99,20,6.5,5.52,5.85
Adox CHS 25,Sprint Standard,1+9,25,5.0,4.25,4.5
Adox CHS 25,Tanol,1+1+100,16,12.5,10.62,11.25
Adox CHS 25,TMax RS,stock,25,5.0,4.25,4.5
Adox CHS 25,Ultrafin,1+10,20,3.0,2.55,2.7
Adox CHS 25,Ultrafin,1+10,20,2.0,1.7,1.8
Adox CHS 25,Ultrafin,1+20,20,5.0,4.25,4.5
Adox CHS 25,Ultrafin,1+20,20,2.5,2.12,2.25
Adox CHS 25,Ultrafin,1+30,20,8.0,6.8,7.2
Adox CHS 25,Ultrafin,1+30,20,3.5,2.98,3.15
Adox CHS 25,WD2D+,stock,25,9.0,7.65,8.1
Adox CHS 25,XT-3,1+1,50,8.0,6.8,7.2
Adox CHS 25,XT-3,1+3,20,11.0,9.35,9.9
Adox CHS 25,XT-3,stock,20,6.0,5.1,5.4
Adox CHS 25,Xtol,1+1,50,8.0,6.8,7.2
Adox CHS 25,Xtol,1+3,20,11.0,9.35,9.9
Adox CHS 25,Xtol,stock,20,6.0,5.1,5.4
Adox CHS 50,Acufine,stock,160,2.75,2.34,2.48
Adox CHS 50,Amaloco AM74,1+15,40,3.5,2.98,3.15
Adox CHS 50,Atomal 49,1+1,50,8.0,6.8,7.2
Adox CHS 50,Atomal 49,1+2,50,11.0,9.35,9.9
Adox CHS 50,Atomal 49,stock,50,6.0,5.1,5.4
Adox CHS 50,Beutler,1+1+10,50,8.5,7.22,7.65
Adox CHS 50,D-76,1+1,100(50),12.0,10.2,10.8
Adox CHS 50,D-76,1+1,40,5.25,4.46,4.73
Adox CHS 50,D-76,stock,100(50),7.0,5.95,6.3
Adox CHS 50,D-76,stock,50,6.5,5.52,5.85
Adox CHS 50,Eco Pro,1+1,50,10.0,8.5,9.0
Adox CHS 50,Eco Pro,stock,50,8.0,6.8,7.2
Adox CHS 50,Fomadon LQN,1+10,50,7.0,5.95,6.3
Adox CHS 50,Fomadon R09,1+100,50,19.0,16.15,17.1
Adox CHS 50,FX-39,1+9,50,5.5,4.67,4.95
Adox CHS 50,HC-110,B,50,7.0,5.95,6.3
Adox CHS 50,ID-11,1+1,100(50),12.0,10.2,10.8
Adox CHS 50,ID-11,1+1,40,5.25,4.46,4.73
Adox CHS 50,ID-11,1+1,50,8.0,6.8,7.2
Adox CHS 50,ID-11,stock,100(50),7.0,5.95,6.3
Adox CHS 50,ID-11,stock,50,6.5,5.52,5.85
Adox CHS 50,ID-68,stock,50,6.0,5.1,5.4
Adox CHS 50,Marathon,1+9,100,6.5,5.52,5.85
Adox CHS 50,Neofin Blue,stock,50,8.0,6.8,7.2
Adox CHS 50,Neofin Blue,stock,50,4.0,3.4,3.6
Adox CHS 50,PMK,1+2+100,50,8.0,6.8,7.2
Adox CHS 50,Rodinal,1+100,50,18.0,15.3,16.2
Adox CHS 50,Rodinal,1+200,50,50.0,42.5,45.0
Adox CHS 50,Rodinal,1+25,50,6.0,5.1,5.4
Adox CHS 50,Rodinal,1+50,50,9.0,7.65,8.1
Adox CHS 50,Silberra Ascorol,1+29,50,7.0,5.95,6.3
Adox CHS 50,Sprint Standard,1+9,50,8.5,7.22,7.65
Adox CHS 50,TMax Dev,1+4,50,6.0,5.1,5.4
Adox CHS 50,TMax RS,stock,50,5.0,4.25,4.5
Adox CHS 50,Ultrafin,1+10,40,3.5,2.98,3.15
Adox CHS 50,Ultrafin,1+10,40,2.0,1.7,1.8
Adox CHS 50,Ultrafin,1+20,40,7.0,5.95,6.3
Adox CHS 50,Ultrafin,1+20,40,2.5,2.12,2.25
Adox CHS 50,Ultrafin,1+30,40,12.0,10.2,10.8
Adox CHS 50,Ultrafin,1+30,40,3.5,2.98,3.15
Adox CHS 50,WD2D+,stock,50,10.0,8.5,9.0
Adox CHS 50,XT-3,1+1,50,10.0,8.5,9.0
Adox CHS 50,XT-3,stock,50,8.0,6.8,7.2
Adox CHS 50,Xtol,1+1,50,10.0,8.5,9.0
Adox CHS 50,Xtol,stock,50,8.0,6.8,7.2
Adox CMS 20 II,Adotech III,1+9,20,8.0,6.8,7.2
Adox CMS 20 II,Adotech IV,1+14,20,11.0,9.35,9.9
Adox CMS 20 II,Adotech IV,1+14,3,7.5,6.38,6.75
Adox CMS 20 II,Atomal 49,1+2,20,6.0,5.1,5.4
Adox CMS 20 II,Caffenol C-L,1+1,12,15.0,12.75,13.5
Adox CMS 20 II,Caffenol C-L,stock,20,15.0,12.75,13.5
Adox CMS 20 II,Caffenol LC+C,stock,20,15.0,12.75,13.5
Adox CMS 20 II,D-76,stock,20,8.0,6.8,7.2
Adox CMS 20 II,Eco Pro,stock,20,6.5,5.52,5.85
Adox CMS 20 II,HC-110,G,12,60.0,51.0,54.0
Adox CMS 20 II,HC-110,G,20,16.5,14.03,14.85
Adox CMS 20 II,ID-11,stock,20,8.0,6.8,7.2
Adox CMS 20 II,Ilfosol 3,1+14,20,6.0,5.1,5.4
Adox CMS 20 II,PMK,1+2+100,12,10.0,8.5,9.0
Adox CMS 20 II,POTA,stock,12,12.5,10.62,11.25
Adox CMS 20 II,Rodinal,1+100,20,18.0,15.3,16.2
Adox CMS 20 II,Rollei Supergrain,1+14,12,10.0,8.5,9.0
Adox CMS 20 II,Romek PQ9,1+53,25,33.0,28.05,29.7
Adox CMS 20 II,Sprint Standard,1+9,12,8.5,7.22,7.65
Adox CMS 20 II,Spur Nanospeed,1+24,20,5.5,4.67,4.95
Adox CMS 20 II,Spur Nanotech UR,1+14,8,9.0,7.65,8.1
Adox CMS 20 II,Spur Nanotech UR,1+20,12,12.0,10.2,10.8
Adox CMS 20 II,XT-3,stock,20,6.5,5.52,5.85
Adox CMS 20 II,Xtol,stock,20,6.5,5.52,5.85
Adox HR-50,510-Pyro,1+150,25,8.75,7.44,7.88
Adox HR-50,Adox HR-DEV,1+49,40,12.0,10.2,10.8
Adox HR-50,Atomal 49,stock,50,8.5,7.22,7.65
Adox HR-50,Eco Pro,1+1,50,9.5,8.07,8.55
Adox HR-50,Fomadon LQN,1+9,50,7.0,5.95,6.3
Adox HR-50,FX-39,1+9,50,7.25,6.16,6.53
Adox HR-50,HC-110,H,50,9.0,7.65,8.1
Adox HR-50,Ilfosol 3,1+9,50,7.5,6.38,6.75
Adox HR-50,Ilfotec DD-X,1+4,50,7.5,6.38,6.75
Adox HR-50,Ilfotec HC,1+31,50,4.0,3.4,3.6
Adox HR-50,Rodinal,1+25,100,9.0,7.65,8.1
Adox HR-50,Rodinal,1+25,50,5.0,4.25,4.5
Adox HR-50,Rodinal,1+50,100,16.25,13.81,14.62
Adox HR-50,Rodinal,1+50,50,9.0,7.65,8.1
Adox HR-50,Spur TRX 2000,1+49,40,12.0,10.2,10.8
Adox HR-50,XT-3,1+1,50,9.5,8.07,8.55
Adox HR-50,Xtol,1+1,50,9.5,8.07,8.55
Adox IR-HR Pro,Rodinal,1+25,25,8.0,6.8,7.2
Adox ORT 25,D-76,stock,25,6.0,5.1,5.4
Adox ORT 25,Eco Pro,stock,25,6.0,5.1,5.4
Adox ORT 25,ID-11,stock,25,6.0,5.1,5.4
Adox ORT 25,Rodinal,1+25,25,4.0,3.4,3.6
Adox ORT 25,Silberra Ascorol,1+29,25,6.0,5.1,5.4
Adox ORT 25,TMax Dev,1+4,25,9.0,7.65,8.1
Adox ORT 25,XT-3,stock,25,6.0,5.1,5.4
Adox ORT 25,Xtol,stock,25,6.0,5.1,5.4
Adox Pan 25,Acufine,stock,25,4.0,3.4,3.6
Adox Pan 25,D-76,stock,25,5.0,4.25,4.5
Adox Pan 25,Eco Pro,stock,25,6.5,5.52,5.85
Adox Pan 25,FX-39,1+14,25,6.0,5.1,5.4
Adox Pan 25,HC-110,B,25,5.5,4.67,4.95
Adox Pan 25,HC-110,F,25,13.5,11.47,12.15
Adox Pan 25,ID-11,stock,25,5.0,4.25,4.5
Adox Pan 25,Neofin Blue,stock,25,12.0,10.2,10.8
Adox Pan 25,Perceptol,1+1,25,10.0,8.5,9.0
Adox Pan 25,Rodinal,1+100,25,20.0,17.0,18.0
Adox Pan 25,Rodinal,1+25,25,6.0,5.1,5.4
Adox Pan 25,Rodinal,1+50,25,11.0,9.35,9.9
Adox Pan 25,Silberra Ascorol,1+29,25,5.0,4.25,4.5
Adox Pan 25,Windisch,stock,25,5.0,4.25,4.5
Adox Pan 25,XT-3,stock,25,6.5,5.52,5.85
Adox Pan 25,Xtol,stock,25,6.5,5.52,5.85
Adox Scala 50,D-19,1+1,100,17.0,14.45,15.3
Adox Scala 50,D-19,1+1,50,14.0,11.9,12.6
Adox Scala 50,D-76,stock,12,7.0,5.95,6.3
Adox Scala 50,HC-110,B,50,8.75,7.44,7.88
Adox Scala 50,XT-3,1+1,50,9.5,8.07,8.55
Adox Silvermax,510-Pyro,1+100,50,15.25,12.96,13.72
Adox Silvermax,Acurol-N,1+50,50,10.0,8.5,9.0
Adox Silvermax,Adox HR-DEV,1+30,200,15.0,12.75,13.5
Adox Silvermax,ADX II,1+24,100,10.0,8.5,9.0
Adox Silvermax,Caffenol Concoction,stock,100,15.0,12.75,13.5
Adox Silvermax,D-76,1+1,100,11.0,9.35,9.9
Adox Silvermax,D-76,stock,100,9.0,7.65,8.1
Adox Silvermax,Eco Pro,stock,100,7.0,5.95,6.3
Adox Silvermax,FX-39,1+9,100,8.0,6.8,7.2
Adox Silvermax,HC-110,B,100,7.0,5.95,6.3
Adox Silvermax,ID-11,1+1,100,11.0,9.35,9.9
Adox Silvermax,ID-11,stock,100,9.0,7.65,8.1
Adox Silvermax,Ilfosol 3,1+14,100,8.75,7.44,7.88
Adox Silvermax,Microphen,stock,100,9.0,7.65,8.1
Adox Silvermax,Neofin Blue,1+5,100,12.0,10.2,10.8
Adox Silvermax,Neofin Blue,1+9,100,20.0,17.0,18.0
Adox Silvermax,Paranol S,1+25,100,13.0,11.05,11.7
Adox Silvermax,Paranol S,1+50,100,30.0,25.5,27.0
Adox Silvermax,Parvofin,stock,100,6.25,5.31,5.62
Adox Silvermax,Rodinal,1+25,100,8.0,6.8,7.2
Adox Silvermax,Rodinal,1+50,100,12.0,10.2,10.8
Adox Silvermax,Romek PQ9,1+9,100,10.0,8.5,9.0
Adox Silvermax,Silberra Ascorol,1+29,100,9.0,7.65,8.1
Adox Silvermax,Silvermax,1+100,80,70.0,59.5,63.0
Adox Silvermax,Silvermax,1+19,50,9.0,7.65,8.1
Adox Silvermax,Silvermax,1+29,100,11.0,9.35,9.9
Adox Silvermax,Silvermax,1+29,400,14.0,11.9,12.6
Adox Silvermax,Silvermax,1+56,160,24.0,20.4,21.6
Adox Silvermax,Silvermax,1+56,50,20.0,17.0,18.0
Adox Silvermax,Silvermax,1+56,80,24.0,20.4,21.6
Adox Silvermax,Spur HRX,1+20,50,10.0,8.5,9.0
Adox Silvermax,Spur SLD,1+20,100,11.0,9.35,9.9
Adox Silvermax,Spur Speed-Major,1+14,200,13.0,11.05,11.7
Adox Silvermax,Spur Speed-Major,1+24,100,10.0,8.5,9.0
Adox Silvermax,Spur Speed-Major,1+30,100,9.0,7.65,8.1
Adox Silvermax,Spur Speed-Major,1+9,320,15.0,12.75,13.5
Adox Silvermax,Spur TRX 2000,1+30,200,15.0,12.75,13.5
Adox Silvermax,Spur UFP,1+30,40,8.0,6.8,7.2
Adox Silvermax,TMax Dev,1+4,100,6.0,5.1,5.4
Adox Silvermax,TMax Dev,1+7,100,8.5,7.22,7.65
Adox Silvermax,Ultrafin T-Plus,1+4,100,8.75,7.44,7.88
Adox Silvermax,XT-3,stock,100,7.0,5.95,6.3
Adox Silvermax,Xtol,stock,100,7.0,5.95,6.3
Agfa Aviphot ASP 400 S,Foma Retro Special,stock,400,9.0,7.65,8.1
Agfa Aviphot ASP 400 S,Rodinal,1+50,200,11.0,9.35,9.9
Agfa Aviphot ASP 400 S,Rollei Supergrain,1+9,200,8.0,6.8,7.2
Agfa Aviphot ASP 400 S,XT-3,1+1,200,14.0,11.9,12.6
Agfa Aviphot ASP 400 S,Xtol,1+1,200,14.0,11.9,12.6
Agfa Aviphot Pan 200,510-Pyro,1+100,200,13.5,11.47,12.15
Agfa Aviphot Pan 200,D-23,stock,200,12.0,10.2,10.8
Agfa Aviphot Pan 200,D-76,1+1,100,12.5,10.62,11.25
Agfa Aviphot Pan 200,D-76,1+1,200,14.0,11.9,12.6
Agfa Aviphot Pan 200,HC-110,B,200,8.0,6.8,7.2
Agfa Aviphot Pan 200,ID-11,1+1,200,14.0,11.9,12.6
Agfa Aviphot Pan 200,Ilfosol 3,1+14,100,15.0,12.75,13.5
Agfa Aviphot Pan 200,Ilfotec DD-X,1+4,200,11.5,9.78,10.35
Agfa Aviphot Pan 200,Pyrocat-HD,1+1+100,100,12.0,10.2,10.8
Agfa Aviphot Pan 200,Rodinal,1+50,200,17.0,14.45,15.3
Agfa Aviphot Pan 200,Ultrafin,1+20,200,15.5,13.17,13.95
Agfa Cinerex IC1N,D-76,stock,50,4.5,3.82,4.05
Agfa Cinerex IC1N,HC-110,H,25,5.75,4.89,5.17
Agfa Cinerex IC1N,ID-11,stock,50,4.5,3.82,4.05
Agfa Cinerex IC1N,Rodinal,1+50,100,5.5,4.67,4.95
Agfa Cinerex IC1N,Rodinal,1+50,200,6.5,5.52,5.85
Agfa Cinerex IC1N,Rodinal,1+50,400,7.5,6.38,6.75
Agfa Cinerex IC1N,Rodinal,1+50,50,4.5,3.82,4.05
Agfa Copex,D-76,stock,25,5.0,4.25,4.5
Agfa Copex,ID-11,stock,25,5.0,4.25,4.5
Agfa Copex Rapid,510-Pyro,1+300,50,60.0,51.0,54.0
Agfa Copex Rapid,Caffenol LC+C,stock,64,15.0,12.75,13.5
Agfa Copex Rapid,F76+,1+19,50,9.0,7.65,8.1
Agfa Copex Rapid,HC-110,1+31,50,6.0,5.1,5.4
Agfa Copex Rapid,HC-110,1+80,50,15.0,12.75,13.5
Agfa Copex Rapid,POTA,stock,50,17.0,14.45,15.3
Agfa Copex Rapid,Rodinal,1+100,50,18.0,15.3,16.2
Agfa Copex Rapid,Spur Dokuspeed SL,25+10+215,25,10.0,8.5,9.0
Agfa Copex Rapid,Spur Dokuspeed SL,25+5+220,40,10.0,8.5,9.0
Agfa Copex Rapid,Spur Dokuspeed SL-N,12+6+282,25,10.5,8.92,9.45
Agfa Copex Rapid,Spur Dokuspeed SL-N,9+9+282,12,9.0,7.65,8.1
Agfa Copex Rapid,Spur Modular UR,1+5,50,5.0,4.25,4.5
Agfa Scala,Beutler,2+2+27,200,8.5,7.22,7.65
Agfa Scala,D-76,stock,200,9.0,7.65,8.1
Agfa Scala,D-76,stock,400,13.5,11.47,12.15
Agfa Scala,FX-1,1+1+6,160,8.5,7.22,7.65
Agfa Scala,HC-110,1+100,200,40.0,34.0,36.0
Agfa Scala,ID-11,stock,200,9.0,7.65,8.1
Agfa Scala,ID-11,stock,400,13.5,11.47,12.15
Agfa Scala,Ilfotec DD-X,1+4,100,7.0,5.95,6.3
Agfa Scala,Ilfotec HC,1+31,200,6.5,5.52,5.85
Agfa Scala,Ilfotec LC29,1+29,200,10.0,8.5,9.0
Agfa Scala,Prescysol,1+5+100,200,13.0,11.05,11.7
Agfa Scala,Rodinal,1+25,100,6.5,5.52,5.85
Agfa Scala,Rodinal,1+25,200,8.0,6.8,7.2
Agfa Scala,Rodinal,1+50,100,10.0,8.5,9.0
Agfa Scala,Studional,1+32,100,8.5,7.22,7.65
Agfa Scala,TMax Dev,1+4,200,8.5,7.22,7.65
Agfa Scala,TMax Dev,1+9,160,17.0,14.45,15.3
Agfapan APX 100,ID-11,1+1,100,11.5,9.78,10.35
Agfapan APX 100,ID-11,1+3,100,20.0,17.0,18.0
Agfapan APX 100,ID-11,stock,100,9.0,7.65,8.1
Agfapan APX 100,Ilfosol 3,1+9,100,6.5,5.52,5.85
Agfapan APX 100,Rodinal,1+100,100,90.0,76.5,81.0
Agfapan APX 100,Rodinal,1+50,100,17.0,14.45,15.3
AgfaPhoto APX 100,510-Pyro,1+100,100,11.75,9.99,10.58
AgfaPhoto APX 100,510-Pyro,1+100,100,15.0,12.75,13.5
AgfaPhoto APX 100,510-Pyro,1+300,100,20.0,17.0,18.0
AgfaPhoto APX 100,Acurol-N,1+70,100,11.0,9.35,9.9
AgfaPhoto APX 100,Acurol-N,1+70,64,10.0,8.5,9.0
AgfaPhoto APX 100,Adox HR-DEV,1+35,160,10.0,8.5,9.0
AgfaPhoto APX 100,ADX II,1+24,100,6.0,5.1,5.4
AgfaPhoto APX 100,Ars-Imago FD,1+59,100,5.5,4.67,4.95
AgfaPhoto APX 100,Ars-Imago FD,1+59,200,8.0,6.8,7.2
AgfaPhoto APX 100,Ars-Imago FD,1+59,50,4.5,3.82,4.05
AgfaPhoto APX 100,Ars-Imago FE,1+1,100,8.0,6.8,7.2
AgfaPhoto APX 100,Ars-Imago FE,1+1,50,6.5,5.52,5.85
AgfaPhoto APX 100,Atomal 49,1+2,100,22.0,18.7,19.8
AgfaPhoto APX 100,Atomal 49,stock,100,9.5,8.07,8.55
AgfaPhoto APX 100,Bellini Hydrofen,1+15,100,4.0,3.4,3.6
AgfaPhoto APX 100,Bellini Hydrofen,1+28,400,17.0,14.45,15.3
AgfaPhoto APX 100,Bellini Hydrofen,1+31,100,7.75,6.59,6.98
AgfaPhoto APX 100,Caffenol C-L,stock,100,70.0,59.5,63.0
AgfaPhoto APX 100,Caffenol C-M (rs),stock,100,10.0,8.5,9.0
AgfaPhoto APX 100,D-76,1+1,100,11.5,9.78,10.35
AgfaPhoto APX 100,D-76,1+1,200,15.5,13.17,13.95
