film,developer,dilution,iso,inversion_20c_min,rotary_20c_min_0.85,rotary_20c_min_0.90
Kodak Plus-X,D-76,stock,500,7.75,6.59,6.98
Kodak Plus-X,DK-50,1+1,125,4.5,3.82,4.05
Kodak Plus-X,DK-50,1+1,125,5.0,4.25,4.5
Kodak Plus-X,Eco Pro,1+1,1000,14.75,12.54,13.28
Kodak Plus-X,Eco Pro,1+1,1000,15.5,13.17,13.95
Kodak Plus-X,Eco Pro,1+1,125,8.25,7.01,7.42
Kodak Plus-X,Eco Pro,1+1,125,7.5,6.38,6.75
Kodak Plus-X,Eco Pro,1+1,250,8.25,7.01,7.42
Kodak Plus-X,Eco Pro,1+1,250,8.75,7.44,7.88
Kodak Plus-X,Eco Pro,1+1,32,6.5,5.52,5.85
Kodak Plus-X,Eco Pro,1+1,500,12.25,10.41,11.03
Kodak Plus-X,Eco Pro,1+1,500,11.0,9.35,9.9
Kodak Plus-X,Eco Pro,1+1,64,6.5,5.52,5.85
Kodak Plus-X,Eco Pro,1+2,1000,16.5,14.03,14.85
Kodak Plus-X,Eco Pro,1+2,125,8.5,7.22,7.65
Kodak Plus-X,Eco Pro,1+2,250,9.75,8.29,8.78
Kodak Plus-X,Eco Pro,1+2,32,7.5,6.38,6.75
Kodak Plus-X,Eco Pro,1+2,500,13.0,11.05,11.7
Kodak Plus-X,Eco Pro,1+2,64,7.5,6.38,6.75
Kodak Plus-X,Eco Pro,1+3,1000,19.5,16.57,17.55
Kodak Plus-X,Eco Pro,1+3,125,10.5,8.92,9.45
Kodak Plus-X,Eco Pro,1+3,250,12.0,10.2,10.8
Kodak Plus-X,Eco Pro,1+3,32,9.5,8.07,8.55
Kodak Plus-X,Eco Pro,1+3,500,15.5,13.17,13.95
Kodak Plus-X,Eco Pro,1+3,64,9.5,8.07,8.55
Kodak Plus-X,Eco Pro,stock,1000,10.0,8.5,9.0
Kodak Plus-X,Eco Pro,stock,1000,10.25,8.71,9.22
Kodak Plus-X,Eco Pro,stock,125,5.5,4.67,4.95
Kodak Plus-X,Eco Pro,stock,125,5.25,4.46,4.73
Kodak Plus-X,Eco Pro,stock,250,5.5,4.67,4.95
Kodak Plus-X,Eco Pro,stock,250,6.5,5.52,5.85
Kodak Plus-X,Eco Pro,stock,32,4.5,3.82,4.05
Kodak Plus-X,Eco Pro,stock,500,8.25,7.01,7.42
Kodak Plus-X,Eco Pro,stock,500,8.0,6.8,7.2
Kodak Plus-X,Eco Pro,stock,64,4.5,3.82,4.05
Kodak Plus-X,Extend Plus,1+15,125,8.0,6.8,7.2
Kodak Plus-X,F76+,1+9,125,5.5,4.67,4.95
Kodak Plus-X,FD10,1+14,125,10.0,8.5,9.0
Kodak Plus-X,FD10,1+9,125,7.0,5.95,6.3
Kodak Plus-X,FX-1,stock,200,13.0,11.05,11.7
Kodak Plus-X,FX-19,stock,100,8.0,6.8,7.2
Kodak Plus-X,FX-37,1+3,200,5.5,4.67,4.95
Kodak Plus-X,FX-39,1+9,125,6.5,5.52,5.85
Kodak Plus-X,FX-55,1+9,125,8.0,6.8,7.2
Kodak Plus-X,HC-110,B,125,3.5,2.98,3.15
Kodak Plus-X,HC-110,B,125,5.0,4.25,4.5
Kodak Plus-X,HC-110,B,250,3.5,2.98,3.15
Kodak Plus-X,HC-110,H,125,10.0,8.5,9.0
Kodak Plus-X,ID-11,1+1,125,8.5,7.22,7.65
Kodak Plus-X,ID-11,1+1,125,7.0,5.95,6.3
Kodak Plus-X,ID-11,1+1,250,8.5,7.22,7.65
Kodak Plus-X,ID-11,1+3,125,13.0,11.05,11.7
Kodak Plus-X,ID-11,stock,125,5.5,4.67,4.95
Kodak Plus-X,ID-11,stock,250,5.5,4.67,4.95
Kodak Plus-X,ID-11,stock,500,7.75,6.59,6.98
Kodak Plus-X,Ilfosol 3,1+14,125,8.5,7.22,7.65
Kodak Plus-X,Ilfosol 3,1+9,125,5.0,4.25,4.5
Kodak Plus-X,Ilfotec DD-X,1+4,125,6.0,5.1,5.4
Kodak Plus-X,Ilfotec DD-X,1+4,200,8.0,6.8,7.2
Kodak Plus-X,Ilfotec DD-X,1+4,64,5.0,4.25,4.5
Kodak Plus-X,Ilfotec HC,1+31,100,5.5,4.67,4.95
Kodak Plus-X,Ilfotec HC,1+31,125,6.0,5.1,5.4
Kodak Plus-X,Ilfotec LC29,1+19,100,5.5,4.67,4.95
Kodak Plus-X,Ilfotec LC29,1+29,100,9.0,7.65,8.1
Kodak Plus-X,Marathon,1+9,100,4.0,3.4,3.6
Kodak Plus-X,Microdol-X,1+3,125,13.0,11.05,11.7
Kodak Plus-X,Microdol-X,1+3,250,13.0,11.05,11.7
Kodak Plus-X,Microdol-X,stock,125,8.0,6.8,7.2
Kodak Plus-X,Microdol-X,stock,125,7.0,5.95,6.3
Kodak Plus-X,Microdol-X,stock,250,8.0,6.8,7.2
Kodak Plus-X,Microphen,1+1,200,8.5,7.22,7.65
Kodak Plus-X,Microphen,1+3,200,13.5,11.47,12.15
Kodak Plus-X,Microphen,stock,200,6.0,5.1,5.4
Kodak Plus-X,Microphen,stock,400,19.5,16.57,17.55
Kodak Plus-X,Microphen,stock,640,18.0,15.3,16.2
Kodak Plus-X,Neofin Blue,stock,125,18.0,15.3,16.2
Kodak Plus-X,Nucleol BF200,20+15+965,125,7.0,5.95,6.3
Kodak Plus-X,Nucleol BF200,20+15+965,250,11.0,9.35,9.9
Kodak Plus-X,Nucleol BF200,35+20+945,400,12.0,10.2,10.8
Kodak Plus-X,Perceptol,1+1,64,9.5,8.07,8.55
Kodak Plus-X,Perceptol,1+3,125,18.0,15.3,16.2
Kodak Plus-X,Perceptol,1+3,64,12.0,10.2,10.8
Kodak Plus-X,Perceptol,stock,64,8.0,6.8,7.2
Kodak Plus-X,PMK,1+2+100,80,10.0,8.5,9.0
Kodak Plus-X,Promicrol,1+14,125,5.5,4.67,4.95
Kodak Plus-X,Promicrol,1+14,185,7.0,5.95,6.3
Kodak Plus-X,Promicrol,1+14,250,7.0,5.95,6.3
Kodak Plus-X,Promicrol,1+9,125,4.0,3.4,3.6
Kodak Plus-X,Promicrol,1+9,185,5.0,4.25,4.5
Kodak Plus-X,Promicrol,1+9,250,5.0,4.25,4.5
Kodak Plus-X,Rodinal,1+100,64,10.0,8.5,9.0
Kodak Plus-X,Rodinal,1+25,125,6.0,5.1,5.4
Kodak Plus-X,Rodinal,1+50,125,13.0,11.05,11.7
Kodak Plus-X,Sprint Standard,1+9,125,8.5,7.22,7.65
Kodak Plus-X,Spur SD 2525,1+12,100,5.0,4.25,4.5
Kodak Plus-X,Spur SLD,1+14,160,5.5,4.67,4.95
Kodak Plus-X,Spur SLD,1+9,200,7.5,6.38,6.75
Kodak Plus-X,Spur SLD,1+9,250,7.5,6.38,6.75
Kodak Plus-X,Studional,1+15,125,5.0,4.25,4.5
Kodak Plus-X,Suprol,1+19,125,2.0,1.7,1.8
Kodak Plus-X,Suprol,1+19,125,2.5,2.12,2.25
Kodak Plus-X,TMax Dev,1+4,125,5.75,4.89,5.17
Kodak Plus-X,TMax Dev,1+4,250,5.75,4.89,5.17
Kodak Plus-X,TMax RS,stock,125,5.5,4.67,4.95
Kodak Plus-X,TMax RS,stock,250,5.5,4.67,4.95
Kodak Plus-X,TMax RS,stock,500,7.25,6.16,6.53
Kodak Plus-X,TMax RS,stock,500,9.0,7.65,8.1
Kodak Plus-X,Ultrafin,1+10,125,8.0,6.8,7.2
Kodak Plus-X,Ultrafin,1+20,125,15.0,12.75,13.5
Kodak Plus-X,Ultrafine Liquid,1+2,125,5.5,4.67,4.95
Kodak Plus-X,Ultrafine Liquid,1+4,125,7.0,5.95,6.3
Kodak Plus-X,Ultrafine Powder,1+1,125,7.0,5.95,6.3
Kodak Plus-X,Ultrafine Powder,stock,125,5.5,4.67,4.95
Kodak Plus-X,XT-3,1+1,1000,14.75,12.54,13.28
Kodak Plus-X,XT-3,1+1,1000,15.5,13.17,13.95
Kodak Plus-X,XT-3,1+1,125,8.25,7.01,7.42
Kodak Plus-X,XT-3,1+1,125,7.5,6.38,6.75
Kodak Plus-X,XT-3,1+1,250,8.25,7.01,7.42
Kodak Plus-X,XT-3,1+1,250,8.75,7.44,7.88
Kodak Plus-X,XT-3,1+1,32,6.5,5.52,5.85
Kodak Plus-X,XT-3,1+1,500,12.25,10.41,11.03
Kodak Plus-X,XT-3,1+1,500,11.0,9.35,9.9
Kodak Plus-X,XT-3,1+1,64,6.5,5.52,5.85
Kodak Plus-X,XT-3,1+2,1000,16.5,14.03,14.85
Kodak Plus-X,XT-3,1+2,125,8.5,7.22,7.65
Kodak Plus-X,XT-3,1+2,250,9.75,8.29,8.78
Kodak Plus-X,XT-3,1+2,32,7.5,6.38,6.75
Kodak Plus-X,XT-3,1+2,500,13.0,11.05,11.7
Kodak Plus-X,XT-3,1+2,64,7.5,6.38,6.75
Kodak Plus-X,XT-3,1+3,1000,19.5,16.57,17.55
Kodak Plus-X,XT-3,1+3,125,10.5,8.92,9.45
Kodak Plus-X,XT-3,1+3,250,12.0,10.2,10.8
Kodak Plus-X,XT-3,1+3,32,9.5,8.07,8.55
Kodak Plus-X,XT-3,1+3,500,15.5,13.17,13.95
Kodak Plus-X,XT-3,1+3,64,9.5,8.07,8.55
Kodak Plus-X,XT-3,stock,1000,10.0,8.5,9.0
Kodak Plus-X,XT-3,stock,1000,10.25,8.71,9.22
Kodak Plus-X,XT-3,stock,125,5.5,4.67,4.95
Kodak Plus-X,XT-3,stock,125,5.25,4.46,4.73
Kodak Plus-X,XT-3,stock,250,5.5,4.67,4.95
Kodak Plus-X,XT-3,stock,250,6.5,5.52,5.85
Kodak Plus-X,XT-3,stock,32,4.5,3.82,4.05
Kodak Plus-X,XT-3,stock,500,8.25,7.01,7.42
Kodak Plus-X,XT-3,stock,500,8.0,6.8,7.2
Kodak Plus-X,XT-3,stock,64,4.5,3.82,4.05
Kodak Plus-X,Xtol,1+1,1000,14.75,12.54,13.28
Kodak Plus-X,Xtol,1+1,1000,15.5,13.17,13.95
Kodak Plus-X,Xtol,1+1,125,8.25,7.01,7.42
Kodak Plus-X,Xtol,1+1,125,7.5,6.38,6.75
Kodak Plus-X,Xtol,1+1,250,8.25,7.01,7.42
Kodak Plus-X,Xtol,1+1,250,8.75,7.44,7.88
Kodak Plus-X,Xtol,1+1,32,6.5,5.52,5.85
Kodak Plus-X,Xtol,1+1,500,12.25,10.41,11.03
Kodak Plus-X,Xtol,1+1,500,11.0,9.35,9.9
Kodak Plus-X,Xtol,1+1,64,6.5,5.52,5.85
Kodak Plus-X,Xtol,1+2,1000,16.5,14.03,14.85
Kodak Plus-X,Xtol,1+2,125,8.5,7.22,7.65
Kodak Plus-X,Xtol,1+2,250,9.75,8.29,8.78
Kodak Plus-X,Xtol,1+2,32,7.5,6.38,6.75
Kodak Plus-X,Xtol,1+2,500,13.0,11.05,11.7
Kodak Plus-X,Xtol,1+2,64,7.5,6.38,6.75
Kodak Plus-X,Xtol,1+3,1000,19.5,16.57,17.55
Kodak Plus-X,Xtol,1+3,125,10.5,8.92,9.45
Kodak Plus-X,Xtol,1+3,250,12.0,10.2,10.8
Kodak Plus-X,Xtol,1+3,32,9.5,8.07,8.55
Kodak Plus-X,Xtol,1+3,500,15.5,13.17,13.95
Kodak Plus-X,Xtol,1+3,64,9.5,8.07,8.55
Kodak Plus-X,Xtol,stock,1000,10.0,8.5,9.0
Kodak Plus-X,Xtol,stock,1000,10.25,8.71,9.22
Kodak Plus-X,Xtol,stock,125,5.5,4.67,4.95
Kodak Plus-X,Xtol,stock,125,5.25,4.46,4.73
Kodak Plus-X,Xtol,stock,250,5.5,4.67,4.95
Kodak Plus-X,Xtol,stock,250,6.5,5.52,5.85
Kodak Plus-X,Xtol,stock,32,4.5,3.82,4.05
Kodak Plus-X,Xtol,stock,500,8.25,7.01,7.42
Kodak Plus-X,Xtol,stock,500,8.0,6.8,7.2
Kodak Plus-X,Xtol,stock,64,4.5,3.82,4.05
Kodak Technical Pan,HC-110,F,32,6.0,5.1,5.4
Kodak Technical Pan,HC-110,F,64,12.0,10.2,10.8
Kodak Technical Pan,Ilfotec DD-X,1+4,200,25.0,21.25,22.5
Kodak Technical Pan,TD-3,1+1+8,12,15.0,12.75,13.5
Kodak Technical Pan,TD-3,1+1+8,64,24.0,20.4,21.6
Kodak TMax 100,510-Pyro,1+100,100,27.0,22.95,24.3
Kodak TMax 100,510-Pyro,1+100,100,11.5,9.78,10.35
Kodak TMax 100,510-Pyro,1+100,64,20.0,17.0,18.0
Kodak TMax 100,Acurol-N,1+100,100,31.0,26.35,27.9
Kodak TMax 100,Acurol-N,1+50,50,10.5,8.92,9.45
Kodak TMax 100,Adox HR-DEV,1+30,100,12.0,10.2,10.8
Kodak TMax 100,ADX II,1+24,100,12.0,10.2,10.8
Kodak TMax 100,Amaloco AM74,1+7,100,5.0,4.25,4.5
Kodak TMax 100,Amaloco AM74,1+7,200,5.75,4.89,5.17
Kodak TMax 100,Arista® Liquid,1+9,100,7.0,5.95,6.3
Kodak TMax 100,Arista® Premium,1+9,100,7.0,5.95,6.3
Kodak TMax 100,Ars-Imago FD,1+39,100,6.5,5.52,5.85
Kodak TMax 100,Ars-Imago FD,1+39,200,9.0,7.65,8.1
Kodak TMax 100,Ars-Imago FD,1+39,50,4.5,3.82,4.05
Kodak TMax 100,Ars-Imago FE,1+1,100,7.5,6.38,6.75
Kodak TMax 100,Ars-Imago FE,1+1,200,8.5,7.22,7.65
Kodak TMax 100,Ars-Imago FE,1+1,50,6.5,5.52,5.85
Kodak TMax 100,Atomal 49,stock,100,8.0,6.8,7.2
Kodak TMax 100,Bellini Hydrofen,1+15,80,5.0,4.25,4.5
Kodak TMax 100,Bellini Hydrofen,1+39,100,6.0,5.1,5.4
Kodak TMax 100,Bellini Hydrofen,1+39,200,9.0,7.65,8.1
Kodak TMax 100,Bellini Hydrofen,1+39,50,4.5,3.82,4.05
Kodak TMax 100,Berspeed,1+1,100,11.0,9.35,9.9
Kodak TMax 100,Beutler,1+1+8,100,12.0,10.2,10.8
Kodak TMax 100,Black/White & Green,1+49,100,11.0,9.35,9.9
Kodak TMax 100,BW-TNEG,1+6,100,5.5,4.67,4.95
Kodak TMax 100,Caffenol C,1+1,100,12.5,10.62,11.25
Kodak TMax 100,Caffenol C-M,stock,200,15.0,12.75,13.5
Kodak TMax 100,Caffenol C-M (rs),stock,100,12.0,10.2,10.8
Kodak TMax 100,Cawanol,stock,100,16.0,13.6,14.4
Kodak TMax 100,D-23,1+1,100,14.0,11.9,12.6
Kodak TMax 100,D-23,1+3,100,21.0,17.85,18.9
Kodak TMax 100,D-23,stock,100,9.5,8.07,8.55
Kodak TMax 100,D-76,1+1,100,9.5,8.07,8.55
Kodak TMax 100,D-76,1+1,64,12.0,10.2,10.8
Kodak TMax 100,D-76,1+3,100,17.0,14.45,15.3
Kodak TMax 100,D-76,1+3,50,14.5,12.32,13.05
Kodak TMax 100,D-76,stock,100,6.5,5.52,5.85
Kodak TMax 100,D-76,stock,200,6.5,5.52,5.85
Kodak TMax 100,D-76,stock,400,8.25,7.01,7.42
Kodak TMax 100,D-76,stock,800,11.0,9.35,9.9
Kodak TMax 100,D-76D,1+1,100,12.0,10.2,10.8
Kodak TMax 100,D-96,stock,100,7.5,6.38,6.75
Kodak TMax 100,Dektol,1+3,64,3.5,2.98,3.15
Kodak TMax 100,Dektol,1+4,100,4.5,3.82,4.05
Kodak TMax 100,Dektol,1+9,100,6.75,5.74,6.08
Kodak TMax 100,Eco Pro,1+1,100,9.5,8.07,8.55
Kodak TMax 100,Eco Pro,1+1,100,9.25,7.86,8.33
Kodak TMax 100,Eco Pro,1+1,200,9.5,8.07,8.55
Kodak TMax 100,Eco Pro,1+1,200,10.25,8.71,9.22
Kodak TMax 100,Eco Pro,1+1,25,8.0,6.8,7.2
Kodak TMax 100,Eco Pro,1+1,400,12.25,10.41,11.03
Kodak TMax 100,Eco Pro,1+1,400,12.5,10.62,11.25
Kodak TMax 100,Eco Pro,1+1,50,8.0,6.8,7.2
Kodak TMax 100,Eco Pro,1+1,800,14.5,12.32,13.05
Kodak TMax 100,Eco Pro,1+2,100,12.5,10.62,11.25
Kodak TMax 100,Eco Pro,1+2,200,13.75,11.69,12.38
Kodak TMax 100,Eco Pro,1+2,25,11.5,9.78,10.35
Kodak TMax 100,Eco Pro,1+2,400,15.75,13.39,14.18
Kodak TMax 100,Eco Pro,1+2,50,11.5,9.78,10.35
Kodak TMax 100,Eco Pro,1+2,800,18.0,15.3,16.2
Kodak TMax 100,Eco Pro,1+3,100,16.0,13.6,14.4
Kodak TMax 100,Eco Pro,1+3,200,18.25,15.51,16.43
Kodak TMax 100,Eco Pro,1+3,25,14.5,12.32,13.05
Kodak TMax 100,Eco Pro,1+3,400,20.5,17.43,18.45
Kodak TMax 100,Eco Pro,1+3,50,14.5,12.32,13.05
Kodak TMax 100,Eco Pro,1+3,800,23.0,19.55,20.7
Kodak TMax 100,Eco Pro,stock,100,7.5,6.38,6.75
Kodak TMax 100,Eco Pro,stock,100,7.25,6.16,6.53
Kodak TMax 100,Eco Pro,stock,100,6.75,5.74,6.08
Kodak TMax 100,Eco Pro,stock,200,7.5,6.38,6.75
Kodak TMax 100,Eco Pro,stock,200,7.75,6.59,6.98
Kodak TMax 100,Eco Pro,stock,25,5.75,4.89,5.17
Kodak TMax 100,Eco Pro,stock,400,9.5,8.07,8.55
Kodak TMax 100,Eco Pro,stock,400,9.0,7.65,8.1
Kodak TMax 100,Eco Pro,stock,50,5.75,4.89,5.17
Kodak TMax 100,Eco Pro,stock,800,10.5,8.92,9.45
Kodak TMax 100,Extend Plus,1+15,100,11.5,9.78,10.35
Kodak TMax 100,Extend Plus,1+15,100,11.0,9.35,9.9
Kodak TMax 100,F76+,1+9,100,12.0,10.2,10.8
Kodak TMax 100,F76+,1+9,100,7.0,5.95,6.3
Kodak TMax 100,FA-1027,1+14,100,9.5,8.07,8.55
Kodak TMax 100,FA-1027,1+9,100,6.5,5.52,5.85
Kodak TMax 100,FD10,1+14,100,13.0,11.05,11.7
Kodak TMax 100,FD10,1+9,100,9.0,7.65,8.1
Kodak TMax 100,Fomadon Excel,stock,100,7.0,5.95,6.3
Kodak TMax 100,Fomadon LQN,1+10,100,7.5,6.38,6.75
Kodak TMax 100,Fomadon P,stock,100,13.0,11.05,11.7
Kodak TMax 100,Fomadon R09,1+25,100,5.5,4.67,4.95
Kodak TMax 100,Fomadon R09,1+50,100,15.0,12.75,13.5
Kodak TMax 100,Fuji Microfine,1+1,100,15.0,12.75,13.5
Kodak TMax 100,FX-1,1+1+8,100,12.0,10.2,10.8
Kodak TMax 100,FX-19,stock,100,9.0,7.65,8.1
Kodak TMax 100,FX-39,1+14,100,11.0,9.35,9.9
Kodak TMax 100,FX-39,1+9,100,8.0,6.8,7.2
Kodak TMax 100,FX-39,1+9,200,9.0,7.65,8.1
Kodak TMax 100,FX-55,1+9,100,13.0,11.05,11.7
Kodak TMax 100,HC-110,1+31,800,14.0,11.9,12.6
Kodak TMax 100,HC-110,B,100,6.0,5.1,5.4
Kodak TMax 100,HC-110,B,100,7.0,5.95,6.3
Kodak TMax 100,HC-110,B,200,6.0,5.1,5.4
Kodak TMax 100,HC-110,B,200,7.0,5.95,6.3
Kodak TMax 100,HC-110,B,3200,70.0,59.5,63.0
Kodak TMax 100,HC-110,B,400,11.5,9.78,10.35
Kodak TMax 100,HC-110,B,400,9.5,8.07,8.55
Kodak TMax 100,HC-110,H,100,12.0,10.2,10.8
Kodak TMax 100,ID-11,1+1,100,9.5,8.07,8.55
Kodak TMax 100,ID-11,1+1,64,12.0,10.2,10.8
Kodak TMax 100,ID-11,stock,100,6.5,5.52,5.85
Kodak TMax 100,ID-11,stock,1600,16.0,13.6,14.4
Kodak TMax 100,ID-11,stock,200,6.5,5.52,5.85
Kodak TMax 100,ID-11,stock,400,8.25,7.01,7.42
Kodak TMax 100,ID-11,stock,800,11.0,9.35,9.9
Kodak TMax 100,Ilfosol 3,1+14,100,10.0,8.5,9.0
Kodak TMax 100,Ilfosol 3,1+14,160,11.5,9.78,10.35
Kodak TMax 100,Ilfosol 3,1+14,80,9.0,7.65,8.1
Kodak TMax 100,Ilfosol 3,1+9,80,5.5,4.67,4.95
Kodak TMax 100,Ilfotec DD-X,1+4,100,7.0,5.95,6.3
Kodak TMax 100,Ilfotec DD-X,1+4,1600,20.0,17.0,18.0
Kodak TMax 100,Ilfotec DD-X,1+4,200,9.0,7.65,8.1
Kodak TMax 100,Ilfotec DD-X,1+4,400,11.5,9.78,10.35
Kodak TMax 100,Ilfotec DD-X,1+9,100,11.0,9.35,9.9
Kodak TMax 100,Ilfotec HC,1+15,100,3.5,2.98,3.15
Kodak TMax 100,Ilfotec HC,1+15,200,5.0,4.25,4.5
Kodak TMax 100,Ilfotec HC,1+31,100,7.5,6.38,6.75
Kodak TMax 100,Ilfotec LC29,1+19,100,7.0,5.95,6.3
Kodak TMax 100,Ilfotec LC29,1+19,100,7.5,6.38,6.75
Kodak TMax 100,Ilfotec LC29,1+29,100,11.0,9.35,9.9
Kodak TMax 100,Kalogen,1+50,100,10.0,8.5,9.0
Kodak TMax 100,Marathon,1+3,100,10.0,8.5,9.0
Kodak TMax 100,Marathon,1+9,100,6.0,5.1,5.4
Kodak TMax 100,Microdol-X,1+3,100,17.0,14.45,15.3
Kodak TMax 100,Microdol-X,stock,100,11.5,9.78,10.35
Kodak TMax 100,Microdol-X,stock,100,13.5,11.47,12.15
Kodak TMax 100,Microdol-X,stock,200,13.5,11.47,12.15
Kodak TMax 100,Microphen,1+1,100,11.0,9.35,9.9
Kodak TMax 100,Microphen,1+1,200,11.0,9.35,9.9
Kodak TMax 100,Microphen,1+3,100,16.0,13.6,14.4
Kodak TMax 100,Microphen,1+3,200,16.0,13.6,14.4
Kodak TMax 100,Microphen,stock,100,8.0,6.8,7.2
Kodak TMax 100,Microphen,stock,200,8.0,6.8,7.2
Kodak TMax 100,Mocon,1+64,100,14.0,11.9,12.6
Kodak TMax 100,Neofin Blue,1+5,100,10.0,8.5,9.0
Kodak TMax 100,Neofin Blue,1+9,100,15.0,12.75,13.5
Kodak TMax 100,Neofin Blue,stock,100,12.0,10.2,10.8
Kodak TMax 100,Neopress HC,1+15,100,3.0,2.55,2.7
Kodak TMax 100,Neopress HC,1+15,100,5.0,4.25,4.5
Kodak TMax 100,Neopress HC,1+31,100,5.0,4.25,4.5
Kodak TMax 100,Neopress HC,1+31,100,8.0,6.8,7.2
Kodak TMax 100,Ornano Gradual ST20,1+9,100,7.5,6.38,6.75
Kodak TMax 100,Paranol S,1+25,100,11.0,9.35,9.9
Kodak TMax 100,Paranol S,1+50,100,27.0,22.95,24.3
Kodak TMax 100,Parvofin,stock,100,6.75,5.74,6.08
Kodak TMax 100,Perceptol,1+1,100,13.5,11.47,12.15
Kodak TMax 100,Perceptol,1+3,100,19.0,16.15,17.1
Kodak TMax 100,Perceptol,stock,100,12.0,10.2,10.8
Kodak TMax 100,PMK,1+2+100,100,13.5,11.47,12.15
Kodak TMax 100,PMK,1+2+100,100,14.0,11.9,12.6
Kodak TMax 100,PMK,3+6+200,80,15.0,12.75,13.5
Kodak TMax 100,PQ Universal,1+19,100,3.5,2.98,3.15
Kodak TMax 100,Promicrol,1+14,150,13.0,11.05,11.7
Kodak TMax 100,Promicrol,1+14,200,13.0,11.05,11.7
Kodak TMax 100,Promicrol,1+9,150,8.0,6.8,7.2
Kodak TMax 100,Promicrol,1+9,200,8.0,6.8,7.2
Kodak TMax 100,Pyrocat-HD,1+1+100,100,16.0,13.6,14.4
Kodak TMax 100,Rodinal,1+100,100,60.0,51.0,54.0
Kodak TMax 100,Rodinal,1+100,64,15.0,12.75,13.5
Kodak TMax 100,Rodinal,1+100,80,20.0,17.0,18.0
Kodak TMax 100,Rodinal,1+25,100,6.0,5.1,5.4
Kodak TMax 100,Rodinal,1+25,100,5.5,4.67,4.95
Kodak TMax 100,Rodinal,1+25,400,8.5,7.22,7.65
Kodak TMax 100,Rodinal,1+25,64,5.5,4.67,4.95
Kodak TMax 100,Rodinal,1+50,100,12.0,10.2,10.8
Kodak TMax 100,Rodinal,1+50,50,10.0,8.5,9.0
Kodak TMax 100,Rodinal,1+50,80,12.0,10.2,10.8
Kodak TMax 100,Rodinal,1+75,100,19.0,16.15,17.1
Kodak TMax 100,Rodinal,1+75,50,17.0,14.45,15.3
Kodak TMax 100,Rollei D74,1+15,100,8.5,7.22,7.65
Kodak TMax 100,Rollei D74,1+9,100,6.0,5.1,5.4
Kodak TMax 100,Rollei Supergrain,1+15,100,8.5,7.22,7.65
Kodak TMax 100,Silvermax,1+24,100,11.0,9.35,9.9
Kodak TMax 100,SP-76EC,1+10,100,7.0,5.95,6.3
Kodak TMax 100,SP-Ultra 4LF,1+9,125,7.5,6.38,6.75
Kodak TMax 100,Sprint Standard,1+9,100,10.0,8.5,9.0
Kodak TMax 100,Sprint Standard,1+9,100,12.0,10.2,10.8
Kodak TMax 100,Spur HRX,1+17,100,14.0,11.9,12.6
Kodak TMax 100,Spur HRX,1+17,64,11.5,9.78,10.35
Kodak TMax 100,Spur NHC,1+15,100,10.0,8.5,9.0
Kodak TMax 100,Spur NHC,1+15,125,12.0,10.2,10.8
Kodak TMax 100,Spur NHC,1+15,80,8.0,6.8,7.2
Kodak TMax 100,Spur SD 2525,1+12,80,7.5,6.38,6.75
Kodak TMax 100,Spur SHADOWmax,1+1+48,100,12.5,10.62,11.25
Kodak TMax 100,Spur SHADOWmax,1+2+12,640,15.0,12.75,13.5
Kodak TMax 100,Spur SHADOWmax,1+2+17,400,14.0,11.9,12.6
Kodak TMax 100,Spur SHADOWmax,1+2+22,200,11.0,9.35,9.9
Kodak TMax 100,Spur SHADOWmax,2+3+25,400,13.0,11.05,11.7
Kodak TMax 100,Spur SLD,1+20,125,11.5,9.78,10.35
Kodak TMax 100,Spur SLD,1+9,125,4.0,3.4,3.6
Kodak TMax 100,Spur Speed-Major,1+12,400,14.0,11.9,12.6
Kodak TMax 100,Spur Speed-Major,1+14,320,13.0,11.05,11.7
Kodak TMax 100,Spur Speed-Major,1+20,200,12.0,10.2,10.8
Kodak TMax 100,Spur Speed-Major,1+24,160,11.0,9.35,9.9
Kodak TMax 100,Spur Speed-Major,1+30,100,10.0,8.5,9.0
Kodak TMax 100,Spur Speed-Major,1+35,100,10.0,8.5,9.0
Kodak TMax 100,Spur Speed-Major,1+9,640,15.0,12.75,13.5
Kodak TMax 100,Spur TRX 2000,1+30,100,12.0,10.2,10.8
Kodak TMax 100,Spur UFP,1+24,80,9.5,8.07,8.55
Kodak TMax 100,Studional,1+15,80,5.0,4.25,4.5
Kodak TMax 100,Suprol,1+19,100,3.5,2.98,3.15
Kodak TMax 100,Tanol,1+1+100,125,12.5,10.62,11.25
Kodak TMax 100,TMax Dev,1+4,100,7.5,6.38,6.75
Kodak TMax 100,TMax Dev,1+4,200,7.5,6.38,6.75
Kodak TMax 100,TMax Dev,1+9,100,17.0,14.45,15.3
Kodak TMax 100,TMax RS,stock,100,8.0,6.8,7.2
Kodak TMax 100,TMax RS,stock,200,8.0,6.8,7.2
Kodak TMax 100,Ultrafin,1+10,100,7.0,5.95,6.3
Kodak TMax 100,Ultrafin,1+20,100,12.0,10.2,10.8
Kodak TMax 100,Ultrafin T-Plus,1+4,100,11.0,9.35,9.9
Kodak TMax 100,Ultrafine Endurance,1+9,100,6.0,5.1,5.4
Kodak TMax 100,Ultrafine Liquid,1+2,100,9.0,7.65,8.1
Kodak TMax 100,Ultrafine Liquid,1+4,100,12.0,10.2,10.8
Kodak TMax 100,Ultrafine Powder,1+1,100,12.0,10.2,10.8
