film,developer,dilution,iso,t35mm_min,t120_min,t_sheet_min,temp_c,mdc_row,source
Adox CMS 20 II,Spur Nanotech UR,1+24,20,8.5,8.5,8.5,24.0,14224,MassiveDevChart
Adox CMS 20 II,TMax Dev,1+4,20,5.5,5.5,5.5,22.0,8579,MassiveDevChart
Adox CMS 20 II,XT-3,stock,20,6.5,6.5,6.5,20.0,,MassiveDevChart
Adox CMS 20 II,Xtol,stock,20,6.5,6.5,6.5,20.0,,MassiveDevChart
Adox HR-50,510-Pyro,1+100,50,8.5,,,22.0,,MassiveDevChart
Adox HR-50,510-Pyro,1+150,25,8.75,,,20.0,17887,MassiveDevChart
Adox HR-50,Acurol-N,1+70,50,,,,21.5,18821,MassiveDevChart
Adox HR-50,Adox HR-DEV,1+49,40,12.0,,,20.0,13845,MassiveDevChart
Adox HR-50,Adox HR-DEV,1+49,50,11.0,,,22.0,13696,MassiveDevChart
Adox HR-50,Adox HR-DEV,1+49,50,13.0,,,24.0,13846,MassiveDevChart
Adox HR-50,Adox HR-DEV,1+49,80,13.0,,,22.0,13697,MassiveDevChart
Adox HR-50,Atomal 49,stock,50,8.5,,,20.0,,MassiveDevChart
Adox HR-50,Atomal 49,stock,50,5.25,,,25.0,19179,MassiveDevChart
Adox HR-50,Eco Pro,1+1,50,9.5,,,20.0,,MassiveDevChart
Adox HR-50,Fomadon LQN,1+9,50,7.0,,,20.0,,MassiveDevChart
Adox HR-50,FX-39,1+9,50,7.25,,,20.0,,MassiveDevChart
Adox HR-50,HC-110,H,50,9.0,,,20.0,14800,MassiveDevChart
Adox HR-50,Ilfosol 3,1+9,50,7.5,,,20.0,19447,MassiveDevChart
Adox HR-50,Ilfotec DD-X,1+4,50,7.5,,,20.0,,MassiveDevChart
Adox HR-50,Ilfotec HC,1+31,50,4.0,,,20.0,,MassiveDevChart
Adox HR-50,JOBO Alpha,1+1+38,32,9.5,,,22.0,18886,MassiveDevChart
Adox HR-50,JOBO Alpha,1+1+38,50,9.5,,,22.0,18885,MassiveDevChart
Adox HR-50,Rodinal,1+25,100,9.0,,,20.0,,MassiveDevChart
Adox HR-50,Rodinal,1+25,50,5.0,,,20.0,16596,MassiveDevChart
Adox HR-50,Rodinal,1+25,50,10.0,,,22.0,18672,MassiveDevChart
Adox HR-50,Rodinal,1+50,100,16.25,,,20.0,21690,MassiveDevChart
Adox HR-50,Rodinal,1+50,50,9.0,,,20.0,18599,MassiveDevChart
Adox HR-50,Spur TRX 2000,1+49,40,12.0,,,20.0,17729,MassiveDevChart
Adox HR-50,Spur TRX 2000,1+49,50,11.0,,,22.0,17779,MassiveDevChart
Adox HR-50,Spur TRX 2000,1+49,50,13.0,,,24.0,17728,MassiveDevChart
Adox HR-50,Spur TRX 2000,1+49,80,13.0,,,22.0,17778,MassiveDevChart
Adox HR-50,XT-3,1+1,50,9.5,,,20.0,,MassiveDevChart
Adox HR-50,Xtol,1+1,50,9.5,,,20.0,,MassiveDevChart
Adox IR-HR Pro,Rodinal,1+25,25,8.0,,,20.0,,MassiveDevChart
Adox ORT 25,D-76,stock,25,6.0,6.0,6.0,20.0,,MassiveDevChart
Adox ORT 25,Eco Pro,stock,25,6.0,6.0,6.0,20.0,,MassiveDevChart
Adox ORT 25,Finol,1+1+150,20,12.5,12.5,12.5,24.0,,MassiveDevChart
Adox ORT 25,HC-110,B,25,3.0,3.0,3.0,25.0,7722,MassiveDevChart
Adox ORT 25,ID-11,stock,25,6.0,6.0,6.0,20.0,,MassiveDevChart
Adox ORT 25,Rodinal,1+25,25,4.0,4.0,4.0,20.0,,MassiveDevChart
Adox ORT 25,Rodinal,1+50,25,,,,20.0,,MassiveDevChart
Adox ORT 25,Rodinal,1+50,25,10.0,10.0,10.0,21.0,,MassiveDevChart
Adox ORT 25,Rollei RLS Low Speed,1+4,25,12.0,12.0,12.0,24.0,,MassiveDevChart
Adox ORT 25,Silberra Ascorol,1+29,25,6.0,6.0,6.0,20.0,,MassiveDevChart
Adox ORT 25,TMax Dev,1+4,25,9.0,9.0,9.0,20.0,8154,MassiveDevChart
Adox ORT 25,XT-3,stock,25,6.0,6.0,6.0,20.0,,MassiveDevChart
Adox ORT 25,Xtol,stock,25,6.0,6.0,6.0,20.0,,MassiveDevChart
Adox Pan 25,Acufine,stock,25,4.0,4.0,4.0,20.0,,MassiveDevChart
Adox Pan 25,D-76,stock,25,5.0,5.0,5.0,20.0,,MassiveDevChart
Adox Pan 25,Eco Pro,stock,25,6.5,6.5,6.5,20.0,,MassiveDevChart
Adox Pan 25,FX-39,1+14,25,6.0,6.0,6.0,20.0,,MassiveDevChart
Adox Pan 25,HC-110,B,25,5.5,5.5,5.5,20.0,11100,MassiveDevChart
Adox Pan 25,HC-110,F,25,13.5,13.5,13.5,20.0,6460,MassiveDevChart
Adox Pan 25,ID-11,stock,25,5.0,5.0,5.0,20.0,,MassiveDevChart
Adox Pan 25,JOBO Alpha,1+1+18,25,8.0,,,22.0,18864,MassiveDevChart
Adox Pan 25,Neofin Blue,stock,25,12.0,12.0,12.0,20.0,6471,MassiveDevChart
Adox Pan 25,Perceptol,1+1,25,10.0,10.0,10.0,20.0,8587,MassiveDevChart
Adox Pan 25,Rodinal,1+100,25,20.0,20.0,20.0,20.0,6462,MassiveDevChart
Adox Pan 25,Rodinal,1+25,25,6.0,6.0,6.0,20.0,,MassiveDevChart
Adox Pan 25,Rodinal,1+50,25,11.0,11.0,11.0,20.0,,MassiveDevChart
Adox Pan 25,Rollei RLS Low Speed,1+4,25,10.0,10.0,10.0,24.0,,MassiveDevChart
Adox Pan 25,Silberra Ascorol,1+29,25,5.0,5.0,5.0,20.0,,MassiveDevChart
Adox Pan 25,Windisch,stock,25,5.0,5.0,5.0,20.0,8588,MassiveDevChart
Adox Pan 25,XT-3,stock,25,6.5,6.5,6.5,20.0,,MassiveDevChart
Adox Pan 25,Xtol,stock,25,6.5,6.5,6.5,20.0,,MassiveDevChart
Adox Scala 50,D-19,1+1,100,17.0,,,20.0,16636,MassiveDevChart
Adox Scala 50,D-19,1+1,50,14.0,,,20.0,16635,MassiveDevChart
Adox Scala 50,D-76,stock,12,7.0,,,20.0,,MassiveDevChart
Adox Scala 50,HC-110,B,50,8.75,,,20.0,18419,MassiveDevChart
Adox Scala 50,Rodinal,1+25,50,10.0,,,22.0,18581,MassiveDevChart
Adox Scala 50,Rodinal,1+25,50,10.0,,,22.0,18671,MassiveDevChart
Adox Scala 50,XT-3,1+1,50,9.5,,,20.0,18295,MassiveDevChart
Adox Silvermax,510-Pyro,1+100,50,15.25,,,20.0,16772,MassiveDevChart
Adox Silvermax,Acufine,stock,80,3.5,,,24.0,,MassiveDevChart
Adox Silvermax,Acurol-N,1+50,50,10.0,,,20.0,9638,MassiveDevChart
Adox Silvermax,Adox HR-DEV,1+30,200,15.0,,,20.0,13797,MassiveDevChart
Adox Silvermax,ADX II,1+24,100,10.0,,,20.0,,MassiveDevChart
Adox Silvermax,Atomal 49,1+1,100,12.0,,,22.0,,MassiveDevChart
Adox Silvermax,Atomal 49,stock,100,,,,20.0,,MassiveDevChart
Adox Silvermax,Bellini DF2 Duo Step,stock,100,,,,20.0,,MassiveDevChart
Adox Silvermax,Bellini DF2 Duo Step,stock,80,,,,21.0,,MassiveDevChart
Adox Silvermax,Caffenol Concoction,stock,100,15.0,,,20.0,,MassiveDevChart
Adox Silvermax,D-76,1+1,100,11.0,,,20.0,,MassiveDevChart
Adox Silvermax,D-76,stock,100,9.0,,,20.0,,MassiveDevChart
Adox Silvermax,Diafine,stock,100,,,,20.0,,MassiveDevChart
Adox Silvermax,Diafine,stock,80,,,,21.0,,MassiveDevChart
Adox Silvermax,Eco Pro,stock,100,7.0,,,20.0,,MassiveDevChart
Adox Silvermax,FX-39,1+9,100,8.0,,,20.0,,MassiveDevChart
Adox Silvermax,HC-110,B,100,7.0,,,20.0,9565,MassiveDevChart
Adox Silvermax,HC-110,B,200,12.0,,,21.0,16597,MassiveDevChart
Adox Silvermax,ID-11,1+1,100,11.0,,,20.0,,MassiveDevChart
Adox Silvermax,ID-11,stock,100,9.0,,,20.0,,MassiveDevChart
Adox Silvermax,Ilfosol 3,1+14,100,8.75,,,20.0,,MassiveDevChart
Adox Silvermax,JOBO Alpha,1+1+18,100,7.0,,,22.0,18866,MassiveDevChart
Adox Silvermax,Microphen,stock,100,9.0,,,20.0,,MassiveDevChart
Adox Silvermax,Neofin Blue,1+5,100,12.0,,,20.0,,MassiveDevChart
Adox Silvermax,Neofin Blue,1+9,100,20.0,,,20.0,,MassiveDevChart
Adox Silvermax,Paranol S,1+25,100,13.0,,,20.0,,MassiveDevChart
Adox Silvermax,Paranol S,1+50,100,30.0,,,20.0,,MassiveDevChart
Adox Silvermax,Parvofin,stock,100,6.25,,,20.0,,MassiveDevChart
Adox Silvermax,Pyrocat,1+1+100,160,18.0,,,24.0,15727,MassiveDevChart
Adox Silvermax,Rodinal,1+100,100,18.0,,,21.0,9775,MassiveDevChart
Adox Silvermax,Rodinal,1+100,100,70.0,,,19.0,10475,MassiveDevChart
Adox Silvermax,Rodinal,1+25,100,8.0,,,20.0,,MassiveDevChart
Adox Silvermax,Rodinal,1+50,100,12.0,,,20.0,,MassiveDevChart
Adox Silvermax,Rodinal,1+50,50,17.0,,,25.0,,MassiveDevChart
Adox Silvermax,Rodinal,1+50,80,14.0,,,21.0,9774,MassiveDevChart
Adox Silvermax,Romek PQ9,1+9,100,10.0,,,20.0,12298,MassiveDevChart
Adox Silvermax,Silberra Ascorol,1+29,100,9.0,,,20.0,,MassiveDevChart
Adox Silvermax,Silvermax,1+100,80,70.0,,,20.0,10476,MassiveDevChart
Adox Silvermax,Silvermax,1+19,50,9.0,,,20.0,,MassiveDevChart
Adox Silvermax,Silvermax,1+29,100,11.0,,,20.0,,MassiveDevChart
Adox Silvermax,Silvermax,1+29,400,14.0,,,20.0,,MassiveDevChart
Adox Silvermax,Silvermax,1+56,160,24.0,,,20.0,12277,MassiveDevChart
Adox Silvermax,Silvermax,1+56,50,20.0,,,20.0,,MassiveDevChart
Adox Silvermax,Silvermax,1+56,80,24.0,,,20.0,12276,MassiveDevChart
Adox Silvermax,Spur HRX,1+20,50,10.0,,,20.0,,MassiveDevChart
Adox Silvermax,Spur SLD,1+20,100,11.0,,,20.0,14048,MassiveDevChart
Adox Silvermax,Spur SLD,1+9,200,13.0,,,24.0,14107,MassiveDevChart
Adox Silvermax,Spur Speed-Major,1+14,200,13.0,,,20.0,,MassiveDevChart
Adox Silvermax,Spur Speed-Major,1+24,100,10.0,,,20.0,14242,MassiveDevChart
Adox Silvermax,Spur Speed-Major,1+30,100,9.0,,,20.0,14241,MassiveDevChart
Adox Silvermax,Spur Speed-Major,1+9,320,15.0,,,20.0,,MassiveDevChart
Adox Silvermax,Spur TRX 2000,1+30,200,15.0,,,20.0,17777,MassiveDevChart
Adox Silvermax,Spur UFP,1+30,40,8.0,,,20.0,,MassiveDevChart
Adox Silvermax,TMax Dev,1+4,100,6.0,,,20.0,,MassiveDevChart
Adox Silvermax,TMax Dev,1+7,100,8.5,,,20.0,,MassiveDevChart
Adox Silvermax,Ultrafin T-Plus,1+4,100,8.75,,,20.0,,MassiveDevChart
Adox Silvermax,XT-3,stock,100,7.0,,,20.0,,MassiveDevChart
Adox Silvermax,Xtol,stock,100,7.0,,,20.0,,MassiveDevChart
Agfa Aviphot ASP 400 S,Foma Retro Special,stock,400,9.0,,,20.0,18451,MassiveDevChart
Agfa Aviphot ASP 400 S,Rodinal,1+50,200,11.0,,,20.0,,MassiveDevChart
Agfa Aviphot ASP 400 S,Rollei Supergrain,1+9,200,8.0,,,20.0,13649,MassiveDevChart
Agfa Aviphot ASP 400 S,XT-3,1+1,200,14.0,,,20.0,,MassiveDevChart
Agfa Aviphot ASP 400 S,Xtol,1+1,200,14.0,,,20.0,,MassiveDevChart
Agfa Aviphot Pan 200,510-Pyro,1+100,200,,13.5,,20.0,19238,MassiveDevChart
Agfa Aviphot Pan 200,D-23,stock,200,,12.0,,20.0,18369,MassiveDevChart
Agfa Aviphot Pan 200,D-76,1+1,100,,12.5,,20.0,18407,MassiveDevChart
Agfa Aviphot Pan 200,D-76,1+1,200,14.0,14.0,14.0,20.0,,MassiveDevChart
Agfa Aviphot Pan 200,D-76,stock,100,12.0,12.0,12.0,22.0,,MassiveDevChart
Agfa Aviphot Pan 200,D-76,stock,200,7.0,7.0,7.0,22.0,14909,MassiveDevChart
Agfa Aviphot Pan 200,D-76D,stock,400,13.5,13.5,13.5,22.0,,MassiveDevChart
Agfa Aviphot Pan 200,HC-110,1+31,100,8.0,8.0,8.0,21.0,18554,MassiveDevChart
Agfa Aviphot Pan 200,HC-110,1+31,200,10.0,10.0,10.0,21.0,18553,MassiveDevChart
Agfa Aviphot Pan 200,HC-110,1+31,400,12.0,12.0,12.0,21.0,18551,MassiveDevChart
Agfa Aviphot Pan 200,HC-110,1+31,800,18.0,18.0,18.0,21.0,18552,MassiveDevChart
Agfa Aviphot Pan 200,HC-110,B,200,8.0,8.0,8.0,20.0,,MassiveDevChart
Agfa Aviphot Pan 200,ID-11,1+1,200,14.0,14.0,14.0,20.0,,MassiveDevChart
Agfa Aviphot Pan 200,ID-11,stock,100,12.0,12.0,12.0,22.0,,MassiveDevChart
Agfa Aviphot Pan 200,ID-11,stock,200,7.0,7.0,7.0,22.0,14910,MassiveDevChart
Agfa Aviphot Pan 200,Ilfosol 3,1+14,100,15.0,15.0,15.0,20.0,,MassiveDevChart
Agfa Aviphot Pan 200,Ilfotec DD-X,1+4,200,11.5,11.5,11.5,20.0,,MassiveDevChart
Agfa Aviphot Pan 200,Pyrocat-HD,1+1+100,100,,12.0,,20.0,,MassiveDevChart
Agfa Aviphot Pan 200,Rodinal,1+25,100,8.0,8.0,8.0,21.0,18555,MassiveDevChart
Agfa Aviphot Pan 200,Rodinal,1+25,200,10.0,10.0,10.0,21.0,18556,MassiveDevChart
Agfa Aviphot Pan 200,Rodinal,1+50,200,17.0,,,20.0,,MassiveDevChart
Agfa Aviphot Pan 200,Ultrafin,1+20,200,15.5,,,20.0,,MassiveDevChart
Agfa Aviphot Pan 40,POTA,stock,40,14.0,14.0,14.0,24.0,,MassiveDevChart
Agfa Cinerex IC1N,D-76,stock,50,4.5,,,20.0,,MassiveDevChart
Agfa Cinerex IC1N,HC-110,H,25,5.75,,,20.0,,MassiveDevChart
Agfa Cinerex IC1N,ID-11,stock,50,4.5,,,20.0,,MassiveDevChart
Agfa Cinerex IC1N,Rodinal,1+50,100,5.5,,,20.0,,MassiveDevChart
Agfa Cinerex IC1N,Rodinal,1+50,200,6.5,,,20.0,,MassiveDevChart
Agfa Cinerex IC1N,Rodinal,1+50,400,7.5,,,20.0,,MassiveDevChart
Agfa Cinerex IC1N,Rodinal,1+50,50,4.5,,,20.0,,MassiveDevChart
Agfa Copex,Bellini Hydrofen,1+45,12,7.0,,,24.0,,MassiveDevChart
Agfa Copex,D-76,stock,25,5.0,,,20.0,,MassiveDevChart
Agfa Copex,ID-11,stock,25,5.0,,,20.0,,MassiveDevChart
Agfa Copex,Studional,1+45,12,7.0,,,24.0,5000,MassiveDevChart
Agfa Copex Rapid,510-Pyro,1+300,50,60.0,,,20.0,18324,MassiveDevChart
Agfa Copex Rapid,510-Pyro,1+300,64,20.0,20.0,,21.0,10479,MassiveDevChart
Agfa Copex Rapid,Caffenol LC+C,stock,64,15.0,15.0,,20.0,9025,MassiveDevChart
Agfa Copex Rapid,F76+,1+19,50,9.0,9.0,9.0,20.0,,MassiveDevChart
Agfa Copex Rapid,HC-110,1+31,50,,6.0,,20.0,18424,MassiveDevChart
Agfa Copex Rapid,HC-110,1+80,50,15.0,15.0,,20.0,12431,MassiveDevChart
Agfa Copex Rapid,POTA,stock,50,17.0,17.0,,20.0,,MassiveDevChart
Agfa Copex Rapid,Rodinal,1+100,50,18.0,18.0,,20.0,14545,MassiveDevChart
Agfa Copex Rapid,Spur Dokuspeed SL,25+10+215,25,10.0,10.0,,20.0,14396,MassiveDevChart
Agfa Copex Rapid,Spur Dokuspeed SL,25+10+215,32,,10.0,,24.0,14400,MassiveDevChart
Agfa Copex Rapid,Spur Dokuspeed SL,25+10+215,40,10.0,,,24.0,14398,MassiveDevChart
Agfa Copex Rapid,Spur Dokuspeed SL,25+5+220,40,,10.0,,20.0,14401,MassiveDevChart
Agfa Copex Rapid,Spur Dokuspeed SL,25+5+220,50,,8.0,,22.0,14402,MassiveDevChart
Agfa Copex Rapid,Spur Dokuspeed SL,25+5+220,50,10.0,,,24.0,14399,MassiveDevChart
Agfa Copex Rapid,Spur Dokuspeed SL,50+15+185,32,10.0,,,22.0,14397,MassiveDevChart
Agfa Copex Rapid,Spur Dokuspeed SL-N,12+6+282,100,12.0,,,28.0,14406,MassiveDevChart
Agfa Copex Rapid,Spur Dokuspeed SL-N,12+6+282,25,,10.5,,20.0,14407,MassiveDevChart
Agfa Copex Rapid,Spur Dokuspeed SL-N,12+6+282,25,11.5,,,22.0,14404,MassiveDevChart
Agfa Copex Rapid,Spur Dokuspeed SL-N,12+6+282,50,10.0,10.0,,26.0,14405,MassiveDevChart
Agfa Copex Rapid,Spur Dokuspeed SL-N,12+9+279,100,,12.0,,28.0,14408,MassiveDevChart
Agfa Copex Rapid,Spur Dokuspeed SL-N,9+9+282,12,9.0,8.0,,20.0,14403,MassiveDevChart
Agfa Copex Rapid,Spur HRX,1+35,20,11.5,11.5,,24.0,,MassiveDevChart
Agfa Copex Rapid,Spur HRX,1+35,25,10.0,10.0,,28.0,,MassiveDevChart
Agfa Copex Rapid,Spur Modular UR,1+5,50,5.0,5.0,,20.0,9943,MassiveDevChart
Agfa Copex Rapid,Ultrafin,1+10,100,10.0,10.0,,22.0,9036,MassiveDevChart
Agfa Copex Rapid,Xtol,stock,50,5.5,5.5,,24.0,18344,MassiveDevChart
Agfa Scala,Beutler,2+2+27,200,8.5,8.5,,20.0,15725,MassiveDevChart
Agfa Scala,D-76,stock,200,9.0,9.0,,20.0,15709,MassiveDevChart
Agfa Scala,D-76,stock,400,13.5,13.5,,20.0,15710,MassiveDevChart
Agfa Scala,FX-1,1+1+6,160,8.5,8.5,,20.0,15724,MassiveDevChart
Agfa Scala,HC-110,1+100,200,40.0,40.0,,20.0,15711,MassiveDevChart
Agfa Scala,HC-110,B,200,5.0,5.0,,24.0,15712,MassiveDevChart
Agfa Scala,ID-11,stock,200,9.0,9.0,,20.0,15713,MassiveDevChart
Agfa Scala,ID-11,stock,400,13.5,13.5,,20.0,15714,MassiveDevChart
Agfa Scala,Ilfotec DD-X,1+4,100,7.0,7.0,,20.0,15715,MassiveDevChart
Agfa Scala,Ilfotec HC,1+31,200,6.5,6.5,,20.0,15716,MassiveDevChart
Agfa Scala,Ilfotec LC29,1+29,200,10.0,10.0,,20.0,15726,MassiveDevChart
Agfa Scala,Prescysol,1+5+100,200,13.0,13.0,,20.0,15717,MassiveDevChart
Agfa Scala,Rodinal,1+25,100,6.5,6.5,,20.0,15718,MassiveDevChart
Agfa Scala,Rodinal,1+25,200,8.0,8.0,,20.0,15719,MassiveDevChart
Agfa Scala,Rodinal,1+50,100,10.0,10.0,,20.0,15720,MassiveDevChart
Agfa Scala,Studional,1+32,100,8.5,8.5,,20.0,15721,MassiveDevChart
Agfa Scala,TMax Dev,1+4,200,8.5,8.5,,20.0,15723,MassiveDevChart
Agfa Scala,TMax Dev,1+9,160,17.0,17.0,,20.0,15722,MassiveDevChart
Agfapan APX 100,510-Pyro,1+100,100,6.0,,,23.0,,MassiveDevChart
Agfapan APX 100,ID-11,1+1,100,11.5,,,20.0,,MassiveDevChart
Agfapan APX 100,ID-11,1+3,100,20.0,,,20.0,,MassiveDevChart
Agfapan APX 100,ID-11,stock,100,9.0,,,20.0,,MassiveDevChart
Agfapan APX 100,Ilfosol 3,1+9,100,6.5,,,20.0,,MassiveDevChart
Agfapan APX 100,JOBO Alpha,1+1+18,100,7.0,,,22.0,18869,MassiveDevChart
Agfapan APX 100,Rodinal,1+100,100,90.0,,,20.0,,MassiveDevChart
Agfapan APX 100,Rodinal,1+50,100,17.0,,,20.0,19100,MassiveDevChart
AgfaPhoto APX 100,510-Pyro,1+100,100,11.75,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,510-Pyro,1+100,100,15.0,,,20.0,16779,MassiveDevChart
AgfaPhoto APX 100,510-Pyro,1+100,200,15.0,,,21.0,,MassiveDevChart
AgfaPhoto APX 100,510-Pyro,1+300,100,20.0,,,20.0,11580,MassiveDevChart
AgfaPhoto APX 100,Acurol-N,1+70,100,11.0,,,20.0,14228,MassiveDevChart
AgfaPhoto APX 100,Acurol-N,1+70,64,10.0,,,20.0,10594,MassiveDevChart
AgfaPhoto APX 100,Adox HR-DEV,1+20,400,12.0,,,21.0,,MassiveDevChart
AgfaPhoto APX 100,Adox HR-DEV,1+35,160,10.0,,,20.0,13798,MassiveDevChart
AgfaPhoto APX 100,ADX II,1+24,100,6.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Ars-Imago FD,1+59,100,5.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Ars-Imago FD,1+59,200,8.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Ars-Imago FD,1+59,50,4.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Ars-Imago FE,1+1,100,8.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Ars-Imago FE,1+1,50,6.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Atomal 49,1+2,100,22.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Atomal 49,stock,100,9.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Bellini Hydrofen,1+15,100,4.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Bellini Hydrofen,1+28,400,17.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Bellini Hydrofen,1+31,100,7.75,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Caffenol C,stock,100,10.0,,,18.0,,MassiveDevChart
AgfaPhoto APX 100,Caffenol C-L,stock,100,70.0,,,20.0,17173,MassiveDevChart
AgfaPhoto APX 100,Caffenol C-M (rs),stock,100,10.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,D-76,1+1,100,11.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,D-76,1+1,200,15.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,D-76,1+1,50,8.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,D-76,1+3,100,21.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,D-76,1+3,50,17.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,D-76,stock,100,9.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,D-76,stock,200,11.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,D-76,stock,50,7.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Eco Pro,1+1,100,10.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Eco Pro,1+1,50,8.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Eco Pro,stock,100,8.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Eco Pro,stock,50,6.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Foma Universal,1+3,100,6.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Fomadon Excel,stock,100,9.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Fomadon LQN,1+10,100,7.5,,,20.0,18510,MassiveDevChart
AgfaPhoto APX 100,Fomadon P,stock,100,10.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Fomadon R09,1+100,100,64.0,,,20.0,12550,MassiveDevChart
AgfaPhoto APX 100,Fomadon R09,1+50,100,16.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,FX-2,1+1+8,64,10.0,,,20.0,10952,MassiveDevChart
AgfaPhoto APX 100,FX-39,1+9,100,8.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,FX-55,1+9,100,9.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,HC-110,1+31,100,6.5,,,20.0,18676,MassiveDevChart
AgfaPhoto APX 100,HC-110,B,100,7.5,,,20.0,17203,MassiveDevChart
AgfaPhoto APX 100,HC-110,B,200,10.0,,,20.0,13900,MassiveDevChart
AgfaPhoto APX 100,HC-110,B,400,15.0,,,20.0,11086,MassiveDevChart
AgfaPhoto APX 100,HC-110,B,800,30.0,,,20.0,11087,MassiveDevChart
AgfaPhoto APX 100,ID-11,1+1,100,11.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,ID-11,1+1,200,15.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,ID-11,1+1,50,8.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,ID-11,1+3,100,21.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,ID-11,1+3,50,17.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,ID-11,stock,100,9.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,ID-11,stock,200,11.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,ID-11,stock,50,7.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Ilfosol 3,1+14,100,7.75,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Ilfosol 3,1+9,100,5.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Ilfotec DD,1+4,100,9.0,,,24.0,,MassiveDevChart
AgfaPhoto APX 100,Ilfotec DD,1+4,200,12.0,,,24.0,,MassiveDevChart
AgfaPhoto APX 100,Ilfotec DD,1+4,50,7.5,,,24.0,,MassiveDevChart
AgfaPhoto APX 100,Ilfotec DD-X,1+4,100,10.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Ilfotec DD-X,1+4,200,12.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Ilfotec DD-X,1+4,50,8.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Ilfotec HC,1+15,100,4.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Ilfotec HC,1+15,200,5.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Ilfotec HC,1+31,100,6.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Ilfotec HC,1+31,200,8.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Ilfotec HC,1+31,50,5.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Ilfotec LC29,1+19,100,7.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Ilfotec LC29,1+19,200,8.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Ilfotec LC29,1+19,50,5.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Ilfotec LC29,1+29,100,11.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Ilfotec LC29,1+29,50,7.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Ilfotec LC29,1+9,100,4.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Ilfotec LC29,1+9,200,5.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,JOBO Alpha,1+1+18,100,8.0,,,22.0,18870,MassiveDevChart
AgfaPhoto APX 100,Microphen,1+1,100,10.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Microphen,1+1,200,14.0,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Microphen,1+3,100,14.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Microphen,stock,100,8.5,,,20.0,,MassiveDevChart
AgfaPhoto APX 100,Microphen,stock,200,9.0,,,20.0,,MassiveDevChart
